City,Day,Year,AvgTemp,Day_of_Year
Stockholm,23,2013,14.0,235
Stockholm,24,2013,13.8,236
Stockholm,25,2013,14.8,237
Stockholm,26,2013,16.3,238
Stockholm,27,2013,17.1,239
Stockholm,28,2013,17.7,240
Stockholm,29,2013,15.6,241
Stockholm,30,2013,15.4,242
Stockholm,31,2013,15.6,243
Stockholm,1,2013,14.0,244
Stockholm,2,2013,12.7,245
Stockholm,3,2013,14.0,246
Stockholm,4,2013,15.6,247
Stockholm,5,2013,16.3,248
Stockholm,6,2013,16.2,249
Stockholm,7,2013,15.3,250
Stockholm,8,2013,15.3,251
Stockholm,9,2013,15.0,252
Stockholm,10,2013,17.7,253
Stockholm,11,2013,15.4,254
Stockholm,12,2013,14.7,255
Stockholm,13,2013,15.1,256
Stockholm,14,2013,15.8,257
Stockholm,15,2013,16.3,258
Stockholm,16,2013,14.6,259
Stockholm,17,2013,10.9,260
Stockholm,18,2013,11.2,261
Stockholm,19,2013,9.8,262
Stockholm,20,2013,11.4,263
Stockholm,21,2013,11.7,264
Stockholm,22,2013,11.8,265
Stockholm,23,2013,10.0,266
Stockholm,24,2013,7.7,267
Stockholm,25,2013,5.3,268
Stockholm,26,2013,4.8,269
Stockholm,27,2013,6.4,270
Stockholm,28,2013,7.2,271
Stockholm,29,2013,6.2,272
Stockholm,30,2013,7.4,273
Stockholm,1,2013,3.6,274
Stockholm,2,2013,3.8,275
Stockholm,3,2013,6.2,276
Stockholm,4,2013,8.9,277
Stockholm,5,2013,11.2,278
Stockholm,6,2013,10.8,279
Stockholm,7,2013,13.4,280
Stockholm,8,2013,14.5,281
Stockholm,9,2013,12.3,282
Stockholm,10,2013,10.1,283
Stockholm,11,2013,6.7,284
Stockholm,12,2013,6.3,285
Stockholm,13,2013,7.4,286
Stockholm,14,2013,9.6,287
Stockholm,15,2013,7.8,288
Stockholm,16,2013,5.7,289
Stockholm,17,2013,6.4,290
Stockholm,18,2013,2.6,291
Stockholm,19,2013,2.7,292
Stockholm,20,2013,0.8,293
Stockholm,21,2013,1.4,294
Stockholm,22,2013,8.4,295
Stockholm,23,2013,12.9,296
Stockholm,24,2013,11.9,297
Stockholm,25,2013,8.3,298
Stockholm,26,2013,11.4,299
Stockholm,27,2013,12.4,300
Stockholm,28,2013,11.2,301
Stockholm,29,2013,9.9,302
Stockholm,30,2013,8.1,303
Stockholm,31,2013,7.4,304
Stockholm,1,2013,7.9,305
Stockholm,2,2013,5.5,306
Stockholm,3,2013,5.9,307
Stockholm,4,2013,6.4,308
Stockholm,5,2013,4.7,309
Stockholm,6,2013,4.3,310
Stockholm,7,2013,4.6,311
Stockholm,8,2013,6.7,312
Stockholm,9,2013,5.9,313
Stockholm,10,2013,4.4,314
Stockholm,11,2013,2.1,315
Stockholm,12,2013,6.0,316
Stockholm,13,2013,5.2,317
Stockholm,14,2013,2.2,318
Stockholm,15,2013,5.7,319
Stockholm,16,2013,9.7,320
Stockholm,17,2013,5.7,321
Stockholm,18,2013,4.8,322
Stockholm,19,2013,6.1,323
Stockholm,20,2013,1.5,324
Stockholm,21,2013,3.3,325
Stockholm,22,2013,1.0,326
Stockholm,23,2013,1.1,327
Stockholm,24,2013,0.1,328
Stockholm,25,2013,-0.8,329
Stockholm,26,2013,-1.1,330
Stockholm,27,2013,6.3,331
Stockholm,28,2013,5.6,332
Stockholm,29,2013,-0.6,333
Stockholm,30,2013,-2.4,334
Stockholm,1,2013,4.0,335
Stockholm,2,2013,1.6,336
Stockholm,3,2013,5.7,337
Stockholm,4,2013,1.9,338
Stockholm,5,2013,2.9,339
Stockholm,6,2013,0.6,340
Stockholm,7,2013,-4.4,341
Stockholm,8,2013,-5.8,342
Stockholm,9,2013,-4.2,343
Stockholm,10,2013,2.8,344
Stockholm,11,2013,5.9,345
Stockholm,12,2013,7.6,346
Stockholm,13,2013,1.9,347
Stockholm,14,2013,1.3,348
Stockholm,15,2013,4.4,349
Stockholm,16,2013,5.9,350
Stockholm,17,2013,5.4,351
Stockholm,18,2013,2.1,352
Stockholm,19,2013,4.6,353
Stockholm,20,2013,3.6,354
Stockholm,21,2013,4.7,355
Stockholm,22,2013,6.2,356
Stockholm,23,2013,4.5,357
Stockholm,24,2013,5.9,358
Stockholm,25,2013,6.3,359
Stockholm,26,2013,2.8,360
Stockholm,27,2013,3.7,361
Stockholm,28,2013,5.3,362
Stockholm,29,2013,4.1,363
Stockholm,30,2013,3.2,364
Stockholm,31,2013,3.5,365
Stockholm,1,2014,3.1,1
Stockholm,2,2014,4.0,2
Stockholm,3,2014,4.3,3
Stockholm,4,2014,4.9,4
Stockholm,5,2014,2.2,5
Stockholm,6,2014,3.9,6
Stockholm,7,2014,5.8,7
Stockholm,8,2014,6.0,8
Stockholm,9,2014,5.3,9
Stockholm,10,2014,-0.7,10
Stockholm,11,2014,-3.3,11
Stockholm,12,2014,-7.4,12
Stockholm,13,2014,-8.6,13
Stockholm,14,2014,-5.9,14
Stockholm,15,2014,-5.6,15
Stockholm,16,2014,-5.1,16
Stockholm,17,2014,-6.7,17
Stockholm,18,2014,-3.7,18
Stockholm,19,2014,-3.3,19
Stockholm,20,2014,-2.3,20
Stockholm,21,2014,-2.8,21
Stockholm,22,2014,-5.6,22
Stockholm,23,2014,-6.7,23
Stockholm,24,2014,-4.6,24
Stockholm,25,2014,-4.0,25
Stockholm,26,2014,-3.1,26
Stockholm,27,2014,-1.0,27
Stockholm,28,2014,-0.6,28
Stockholm,29,2014,-2.9,29
Stockholm,30,2014,-3.4,30
Stockholm,31,2014,-3.9,31
Stockholm,1,2014,0.3,32
Stockholm,2,2014,1.8,33
Stockholm,3,2014,1.6,34
Stockholm,4,2014,0.7,35
Stockholm,5,2014,1.1,36
Stockholm,6,2014,1.6,37
Stockholm,7,2014,2.7,38
Stockholm,8,2014,3.2,39
Stockholm,9,2014,3.1,40
Stockholm,10,2014,3.1,41
Stockholm,11,2014,1.7,42
Stockholm,12,2014,1.1,43
Stockholm,13,2014,1.4,44
Stockholm,14,2014,1.9,45
Stockholm,15,2014,2.3,46
Stockholm,16,2014,3.9,47
Stockholm,17,2014,3.7,48
Stockholm,18,2014,0.8,49
Stockholm,19,2014,-1.3,50
Stockholm,20,2014,-0.2,51
Stockholm,21,2014,1.7,52
Stockholm,22,2014,3.8,53
Stockholm,23,2014,5.4,54
Stockholm,24,2014,6.0,55
Stockholm,25,2014,3.2,56
Stockholm,26,2014,1.8,57
Stockholm,27,2014,2.2,58
Stockholm,28,2014,2.4,59
Stockholm,1,2014,1.8,60
Stockholm,2,2014,1.6,61
Stockholm,3,2014,2.4,62
Stockholm,4,2014,2.8,63
Stockholm,5,2014,2.4,64
Stockholm,6,2014,4.1,65
Stockholm,7,2014,5.8,66
Stockholm,8,2014,6.3,67
Stockholm,9,2014,8.4,68
Stockholm,10,2014,6.5,69
Stockholm,11,2014,4.8,70
Stockholm,12,2014,6.9,71
Stockholm,13,2014,6.6,72
Stockholm,14,2014,6.6,73
Stockholm,15,2014,2.6,74
Stockholm,16,2014,-0.1,75
Stockholm,17,2014,0.4,76
Stockholm,18,2014,-0.9,77
Stockholm,19,2014,-1.8,78
Stockholm,20,2014,2.8,79
Stockholm,21,2014,9.0,80
Stockholm,22,2014,5.3,81
Stockholm,23,2014,4.6,82
Stockholm,24,2014,2.4,83
Stockholm,25,2014,3.6,84
Stockholm,26,2014,3.4,85
Stockholm,27,2014,4.9,86
Stockholm,28,2014,4.6,87
Stockholm,29,2014,5.8,88
Stockholm,30,2014,5.7,89
Stockholm,31,2014,3.0,90
Stockholm,1,2014,0.8,91
Stockholm,2,2014,1.6,92
Stockholm,3,2014,2.3,93
Stockholm,4,2014,2.4,94
Stockholm,5,2014,4.0,95
Stockholm,6,2014,6.9,96
Stockholm,7,2014,5.8,97
Stockholm,8,2014,3.8,98
Stockholm,9,2014,3.0,99
Stockholm,10,2014,3.9,100
Stockholm,11,2014,5.7,101
Stockholm,12,2014,7.2,102
Stockholm,13,2014,8.3,103
Stockholm,14,2014,7.3,104
Stockholm,15,2014,6.2,105
Stockholm,16,2014,6.3,106
Stockholm,17,2014,9.1,107
Stockholm,18,2014,7.4,108
Stockholm,19,2014,8.5,109
Stockholm,20,2014,9.8,110
Stockholm,21,2014,11.0,111
Stockholm,22,2014,10.3,112
Stockholm,23,2014,6.6,113
Stockholm,24,2014,5.4,114
Stockholm,25,2014,6.7,115
Stockholm,26,2014,9.4,116
Stockholm,27,2014,11.6,117
Stockholm,28,2014,13.7,118
Stockholm,29,2014,8.5,119
Stockholm,30,2014,6.7,120
Stockholm,1,2014,3.3,121
Stockholm,2,2014,4.9,122
Stockholm,3,2014,5.1,123
Stockholm,4,2014,4.7,124
Stockholm,5,2014,5.1,125
Stockholm,6,2014,5.3,126
Stockholm,7,2014,6.1,127
Stockholm,8,2014,6.7,128
Stockholm,9,2014,7.9,129
Stockholm,10,2014,7.3,130
Stockholm,11,2014,8.2,131
Stockholm,12,2014,8.5,132
Stockholm,13,2014,9.6,133
Stockholm,14,2014,7.8,134
Stockholm,15,2014,8.4,135
Stockholm,16,2014,13.9,136
Stockholm,17,2014,14.8,137
Stockholm,18,2014,15.3,138
Stockholm,19,2014,13.3,139
Stockholm,20,2014,14.9,140
Stockholm,21,2014,17.0,141
Stockholm,22,2014,19.3,142
Stockholm,23,2014,20.6,143
Stockholm,24,2014,20.5,144
Stockholm,25,2014,19.1,145
Stockholm,26,2014,13.8,146
Stockholm,27,2014,8.1,147
Stockholm,28,2014,7.4,148
Stockholm,29,2014,11.5,149
Stockholm,30,2014,10.0,150
Stockholm,31,2014,11.7,151
Stockholm,1,2014,13.2,152
Stockholm,2,2014,14.2,153
Stockholm,3,2014,12.8,154
Stockholm,4,2014,13.3,155
Stockholm,5,2014,15.3,156
Stockholm,6,2014,15.0,157
Stockholm,7,2014,15.3,158
Stockholm,8,2014,18.2,159
Stockholm,9,2014,19.9,160
Stockholm,10,2014,18.2,161
Stockholm,11,2014,18.1,162
Stockholm,12,2014,16.7,163
Stockholm,13,2014,13.7,164
Stockholm,14,2014,12.3,165
Stockholm,15,2014,16.2,166
Stockholm,16,2014,13.3,167
Stockholm,17,2014,11.4,168
Stockholm,18,2014,15.6,169
Stockholm,19,2014,11.6,170
Stockholm,20,2014,10.6,171
Stockholm,21,2014,10.4,172
Stockholm,22,2014,9.8,173
Stockholm,23,2014,10.1,174
Stockholm,24,2014,13.1,175
Stockholm,25,2014,12.5,176
Stockholm,26,2014,12.3,177
Stockholm,27,2014,13.2,178
Stockholm,28,2014,13.4,179
Stockholm,29,2014,13.9,180
Stockholm,30,2014,14.1,181
Stockholm,1,2014,12.8,182
Stockholm,2,2014,15.2,183
Stockholm,3,2014,15.4,184
Stockholm,4,2014,17.7,185
Stockholm,5,2014,19.6,186
Stockholm,6,2014,19.1,187
Stockholm,7,2014,22.3,188
Stockholm,8,2014,22.6,189
Stockholm,9,2014,22.2,190
Stockholm,10,2014,21.2,191
Stockholm,11,2014,17.2,192
Stockholm,12,2014,17.2,193
Stockholm,13,2014,18.0,194
Stockholm,14,2014,17.9,195
Stockholm,15,2014,18.9,196
Stockholm,16,2014,19.7,197
Stockholm,17,2014,19.7,198
Stockholm,18,2014,19.7,199
Stockholm,19,2014,19.4,200
Stockholm,20,2014,19.6,201
Stockholm,21,2014,19.4,202
Stockholm,22,2014,21.2,203
Stockholm,23,2014,22.6,204
Stockholm,24,2014,24.3,205
Stockholm,25,2014,24.3,206
Stockholm,26,2014,24.1,207
Stockholm,27,2014,21.9,208
Stockholm,28,2014,22.9,209
Stockholm,29,2014,24.2,210
Stockholm,30,2014,22.3,211
Stockholm,31,2014,21.2,212
Stockholm,1,2014,20.6,213
Stockholm,2,2014,21.7,214
Stockholm,3,2014,23.1,215
Stockholm,4,2014,25.1,216
Stockholm,5,2014,22.4,217
Stockholm,6,2014,22.5,218
Stockholm,7,2014,19.9,219
Stockholm,8,2014,20.3,220
Stockholm,9,2014,21.7,221
Stockholm,10,2014,21.6,222
Stockholm,11,2014,19.5,223
Stockholm,12,2014,17.2,224
Stockholm,13,2014,16.2,225
Stockholm,14,2014,16.6,226
Stockholm,15,2014,16.4,227
Stockholm,16,2014,15.9,228
Stockholm,17,2014,15.6,229
Stockholm,18,2014,15.1,230
Stockholm,19,2014,14.7,231
Stockholm,20,2014,14.3,232
Stockholm,21,2014,14.6,233
Stockholm,22,2014,14.8,234
Stockholm,23,2014,12.9,235
Stockholm,24,2014,13.0,236
Stockholm,25,2014,12.9,237
Stockholm,26,2014,12.6,238
Stockholm,27,2014,15.2,239
Stockholm,28,2014,15.0,240
Stockholm,29,2014,13.8,241
Stockholm,30,2014,11.8,242
Stockholm,31,2014,12.3,243
Stockholm,1,2014,13.2,244
Stockholm,2,2014,13.3,245
Stockholm,3,2014,15.2,246
Stockholm,4,2014,16.7,247
Stockholm,5,2014,15.2,248
Stockholm,6,2014,15.3,249
Stockholm,7,2014,16.1,250
Stockholm,8,2014,16.2,251
Stockholm,9,2014,14.3,252
Stockholm,10,2014,14.8,253
Stockholm,11,2014,14.3,254
Stockholm,12,2014,14.6,255
Stockholm,13,2014,14.5,256
Stockholm,14,2014,12.6,257
Stockholm,15,2014,12.6,258
Stockholm,16,2014,11.6,259
Stockholm,17,2014,11.7,260
Stockholm,18,2014,12.7,261
Stockholm,19,2014,13.2,262
Stockholm,20,2014,14.1,263
Stockholm,21,2014,13.1,264
Stockholm,22,2014,8.9,265
Stockholm,23,2014,4.6,266
Stockholm,24,2014,5.8,267
Stockholm,25,2014,7.7,268
Stockholm,26,2014,10.2,269
Stockholm,27,2014,12.8,270
Stockholm,28,2014,13.4,271
Stockholm,29,2014,12.8,272
Stockholm,30,2014,7.2,273
Stockholm,1,2014,6.9,274
Stockholm,2,2014,11.8,275
Stockholm,3,2014,12.2,276
Stockholm,4,2014,12.4,277
Stockholm,5,2014,12.4,278
Stockholm,6,2014,9.0,279
Stockholm,7,2014,9.2,280
Stockholm,8,2014,11.3,281
Stockholm,9,2014,11.1,282
Stockholm,10,2014,12.1,283
Stockholm,11,2014,10.0,284
Stockholm,12,2014,9.6,285
Stockholm,13,2014,9.6,286
Stockholm,14,2014,9.1,287
Stockholm,15,2014,7.2,288
Stockholm,16,2014,5.2,289
Stockholm,17,2014,4.8,290
Stockholm,18,2014,7.6,291
Stockholm,19,2014,12.7,292
Stockholm,20,2014,10.0,293
Stockholm,21,2014,6.8,294
Stockholm,22,2014,4.3,295
Stockholm,23,2014,4.7,296
Stockholm,24,2014,8.1,297
Stockholm,25,2014,10.2,298
Stockholm,26,2014,11.2,299
Stockholm,27,2014,13.6,300
Stockholm,28,2014,14.3,301
Stockholm,29,2014,8.7,302
Stockholm,30,2014,2.3,303
Stockholm,31,2014,1.6,304
Stockholm,1,2014,5.8,305
Stockholm,2,2014,11.6,306
Stockholm,3,2014,11.5,307
Stockholm,4,2014,10.5,308
Stockholm,5,2014,4.5,309
Stockholm,6,2014,1.3,310
Stockholm,7,2014,2.6,311
Stockholm,8,2014,3.2,312
Stockholm,9,2014,6.4,313
Stockholm,10,2014,8.4,314
Stockholm,11,2014,8.1,315
Stockholm,12,2014,6.0,316
Stockholm,13,2014,7.7,317
Stockholm,14,2014,7.0,318
Stockholm,15,2014,6.9,319
Stockholm,16,2014,6.1,320
Stockholm,17,2014,5.3,321
Stockholm,18,2014,5.6,322
Stockholm,19,2014,4.1,323
Stockholm,20,2014,4.6,324
Stockholm,21,2014,2.8,325
Stockholm,22,2014,2.6,326
Stockholm,23,2014,5.1,327
Stockholm,24,2014,6.3,328
Stockholm,25,2014,3.2,329
Stockholm,26,2014,-0.1,330
Stockholm,27,2014,2.6,331
Stockholm,28,2014,2.2,332
Stockholm,29,2014,1.4,333
Stockholm,30,2014,1.1,334
Stockholm,1,2014,1.1,335
Stockholm,2,2014,2.1,336
Stockholm,3,2014,1.1,337
Stockholm,4,2014,3.0,338
Stockholm,5,2014,2.2,339
Stockholm,6,2014,2.1,340
Stockholm,7,2014,2.9,341
Stockholm,8,2014,2.7,342
Stockholm,9,2014,2.1,343
Stockholm,10,2014,3.3,344
Stockholm,11,2014,4.1,345
Stockholm,12,2014,2.1,346
Stockholm,13,2014,1.3,347
Stockholm,14,2014,1.7,348
Stockholm,15,2014,3.8,349
Stockholm,16,2014,2.0,350
Stockholm,17,2014,-0.5,351
Stockholm,18,2014,1.1,352
Stockholm,19,2014,4.0,353
Stockholm,20,2014,1.3,354
Stockholm,21,2014,-1.3,355
Stockholm,22,2014,0.6,356
Stockholm,23,2014,-0.4,357
Stockholm,24,2014,-2.3,358
Stockholm,25,2014,-7.4,359
Stockholm,26,2014,-5.7,360
Stockholm,27,2014,-8.8,361
Stockholm,28,2014,-10.1,362
Stockholm,29,2014,-7.6,363
Stockholm,30,2014,-0.2,364
Stockholm,31,2014,2.1,365
Stockholm,1,2015,4.9,1
Stockholm,2,2015,5.3,2
Stockholm,3,2015,2.3,3
Stockholm,4,2015,-0.2,4
Stockholm,5,2015,-3.1,5
Stockholm,6,2015,-2.7,6
Stockholm,7,2015,0.6,7
Stockholm,8,2015,3.3,8
Stockholm,9,2015,0.3,9
Stockholm,10,2015,-1.2,10
Stockholm,11,2015,-1.4,11
Stockholm,12,2015,-2.1,12
Stockholm,13,2015,3.4,13
Stockholm,14,2015,1.9,14
Stockholm,15,2015,2.1,15
Stockholm,16,2015,4.7,16
Stockholm,17,2015,2.7,17
Stockholm,18,2015,2.7,18
Stockholm,19,2015,0.2,19
Stockholm,20,2015,0.3,20
Stockholm,21,2015,0.2,21
Stockholm,22,2015,-0.7,22
Stockholm,23,2015,-4.3,23
Stockholm,24,2015,-1.4,24
Stockholm,25,2015,-0.1,25
Stockholm,26,2015,-0.1,26
Stockholm,27,2015,0.0,27
Stockholm,28,2015,1.2,28
Stockholm,29,2015,2.0,29
Stockholm,30,2015,0.8,30
Stockholm,31,2015,0.5,31
Stockholm,1,2015,-0.4,32
Stockholm,2,2015,-3.9,33
Stockholm,3,2015,-2.4,34
Stockholm,4,2015,-0.9,35
Stockholm,5,2015,-2.7,36
Stockholm,6,2015,-0.7,37
Stockholm,7,2015,-0.2,38
Stockholm,8,2015,-1.9,39
Stockholm,9,2015,3.4,40
Stockholm,10,2015,1.6,41
Stockholm,11,2015,1.3,42
Stockholm,12,2015,1.3,43
Stockholm,13,2015,0.3,44
Stockholm,14,2015,1.1,45
Stockholm,15,2015,-0.2,46
Stockholm,16,2015,-0.4,47
Stockholm,17,2015,1.0,48
Stockholm,18,2015,4.6,49
Stockholm,19,2015,5.9,50
Stockholm,20,2015,4.0,51
Stockholm,21,2015,2.0,52
Stockholm,22,2015,1.3,53
Stockholm,23,2015,1.7,54
Stockholm,24,2015,2.3,55
Stockholm,25,2015,3.9,56
Stockholm,26,2015,1.1,57
Stockholm,27,2015,2.2,58
Stockholm,28,2015,1.9,59
Stockholm,1,2015,2.3,60
Stockholm,2,2015,3.7,61
Stockholm,3,2015,1.8,62
Stockholm,4,2015,0.7,63
Stockholm,5,2015,1.4,64
Stockholm,6,2015,2.9,65
Stockholm,7,2015,4.8,66
Stockholm,8,2015,11.1,67
Stockholm,9,2015,6.4,68
Stockholm,10,2015,6.9,69
Stockholm,11,2015,4.3,70
Stockholm,12,2015,1.7,71
Stockholm,13,2015,1.0,72
Stockholm,14,2015,1.7,73
Stockholm,15,2015,3.3,74
Stockholm,16,2015,3.6,75
Stockholm,17,2015,4.2,76
Stockholm,18,2015,5.3,77
Stockholm,19,2015,5.7,78
Stockholm,20,2015,2.3,79
Stockholm,21,2015,-1.3,80
Stockholm,22,2015,-0.9,81
Stockholm,23,2015,3.8,82
Stockholm,24,2015,5.7,83
Stockholm,25,2015,-0.1,84
Stockholm,26,2015,2.7,85
Stockholm,27,2015,4.7,86
Stockholm,28,2015,3.2,87
Stockholm,29,2015,3.2,88
Stockholm,30,2015,3.5,89
Stockholm,31,2015,3.4,90
Stockholm,1,2015,2.7,91
Stockholm,2,2015,1.9,92
Stockholm,3,2015,3.5,93
Stockholm,4,2015,2.3,94
Stockholm,5,2015,2.6,95
Stockholm,6,2015,4.1,96
Stockholm,7,2015,8.1,97
Stockholm,8,2015,7.3,98
Stockholm,9,2015,8.4,99
Stockholm,10,2015,8.0,100
Stockholm,11,2015,7.8,101
Stockholm,12,2015,8.0,102
Stockholm,13,2015,6.8,103
Stockholm,14,2015,4.3,104
Stockholm,15,2015,6.4,105
Stockholm,16,2015,6.1,106
Stockholm,17,2015,2.9,107
Stockholm,18,2015,5.7,108
Stockholm,19,2015,9.3,109
Stockholm,20,2015,9.6,110
Stockholm,21,2015,8.8,111
Stockholm,22,2015,9.8,112
Stockholm,23,2015,10.6,113
Stockholm,24,2015,7.2,114
Stockholm,25,2015,8.4,115
Stockholm,26,2015,10.3,116
Stockholm,27,2015,8.9,117
Stockholm,28,2015,7.8,118
Stockholm,29,2015,6.6,119
Stockholm,30,2015,7.6,120
Stockholm,1,2015,8.2,121
Stockholm,2,2015,6.9,122
Stockholm,3,2015,8.2,123
Stockholm,4,2015,7.1,124
Stockholm,5,2015,8.4,125
Stockholm,6,2015,12.1,126
Stockholm,7,2015,11.3,127
Stockholm,8,2015,9.4,128
Stockholm,9,2015,9.7,129
Stockholm,10,2015,7.8,130
Stockholm,11,2015,10.3,131
Stockholm,12,2015,11.8,132
Stockholm,13,2015,7.9,133
Stockholm,14,2015,8.3,134
Stockholm,15,2015,6.4,135
Stockholm,16,2015,7.2,136
Stockholm,17,2015,5.7,137
Stockholm,18,2015,6.8,138
Stockholm,19,2015,7.2,139
Stockholm,20,2015,10.4,140
Stockholm,21,2015,10.8,141
Stockholm,22,2015,11.2,142
Stockholm,23,2015,11.1,143
Stockholm,24,2015,12.6,144
Stockholm,25,2015,11.5,145
Stockholm,26,2015,11.2,146
Stockholm,27,2015,11.4,147
Stockholm,28,2015,11.9,148
Stockholm,29,2015,11.4,149
Stockholm,30,2015,9.8,150
Stockholm,31,2015,10.5,151
Stockholm,1,2015,11.8,152
Stockholm,2,2015,10.9,153
Stockholm,3,2015,13.1,154
Stockholm,4,2015,14.1,155
Stockholm,5,2015,14.3,156
Stockholm,6,2015,14.5,157
Stockholm,7,2015,12.9,158
Stockholm,8,2015,11.1,159
Stockholm,9,2015,12.8,160
Stockholm,10,2015,15.3,161
Stockholm,11,2015,15.8,162
Stockholm,12,2015,18.8,163
Stockholm,13,2015,18.1,164
Stockholm,14,2015,13.8,165
Stockholm,15,2015,11.9,166
Stockholm,16,2015,12.7,167
Stockholm,17,2015,12.7,168
Stockholm,18,2015,11.4,169
Stockholm,19,2015,11.3,170
Stockholm,20,2015,12.4,171
Stockholm,21,2015,13.1,172
Stockholm,22,2015,14.1,173
Stockholm,23,2015,14.2,174
Stockholm,24,2015,13.8,175
Stockholm,25,2015,14.4,176
Stockholm,26,2015,13.6,177
Stockholm,27,2015,15.6,178
Stockholm,28,2015,17.3,179
Stockholm,29,2015,17.2,180
Stockholm,30,2015,16.1,181
Stockholm,1,2015,19.1,182
Stockholm,2,2015,22.8,183
Stockholm,3,2015,22.5,184
Stockholm,4,2015,22.1,185
Stockholm,5,2015,19.9,186
Stockholm,6,2015,17.2,187
Stockholm,7,2015,17.1,188
Stockholm,8,2015,15.4,189
Stockholm,9,2015,15.0,190
Stockholm,10,2015,13.2,191
Stockholm,11,2015,15.8,192
Stockholm,12,2015,16.2,193
Stockholm,13,2015,14.8,194
Stockholm,14,2015,15.9,195
Stockholm,15,2015,17.1,196
Stockholm,16,2015,16.1,197
Stockholm,17,2015,13.8,198
Stockholm,18,2015,15.3,199
Stockholm,19,2015,15.8,200
Stockholm,20,2015,15.2,201
Stockholm,21,2015,14.6,202
Stockholm,22,2015,16.2,203
Stockholm,23,2015,16.2,204
Stockholm,24,2015,16.3,205
Stockholm,25,2015,14.5,206
Stockholm,26,2015,16.4,207
Stockholm,27,2015,14.8,208
Stockholm,28,2015,15.5,209
Stockholm,29,2015,15.5,210
Stockholm,30,2015,14.8,211
Stockholm,31,2015,14.9,212
Stockholm,1,2015,16.2,213
Stockholm,2,2015,14.9,214
Stockholm,3,2015,15.9,215
Stockholm,4,2015,16.4,216
Stockholm,5,2015,17.9,217
Stockholm,6,2015,18.4,218
Stockholm,7,2015,19.4,219
Stockholm,8,2015,19.4,220
Stockholm,9,2015,18.3,221
Stockholm,10,2015,18.2,222
Stockholm,11,2015,17.2,223
Stockholm,12,2015,17.8,224
Stockholm,13,2015,15.8,225
Stockholm,14,2015,16.2,226
Stockholm,15,2015,16.8,227
Stockholm,16,2015,17.7,228
Stockholm,17,2015,15.7,229
Stockholm,18,2015,16.7,230
Stockholm,19,2015,15.8,231
Stockholm,20,2015,16.1,232
Stockholm,21,2015,15.8,233
Stockholm,22,2015,16.3,234
Stockholm,23,2015,16.7,235
Stockholm,24,2015,19.2,236
Stockholm,25,2015,20.7,237
Stockholm,26,2015,17.3,238
Stockholm,27,2015,18.4,239
Stockholm,28,2015,17.4,240
Stockholm,29,2015,16.9,241
Stockholm,30,2015,15.8,242
Stockholm,31,2015,16.0,243
Stockholm,1,2015,14.7,244
Stockholm,2,2015,14.5,245
Stockholm,3,2015,14.9,246
Stockholm,4,2015,12.2,247
Stockholm,5,2015,13.8,248
Stockholm,6,2015,11.2,249
Stockholm,7,2015,12.0,250
Stockholm,8,2015,11.4,251
Stockholm,9,2015,11.1,252
Stockholm,10,2015,12.4,253
Stockholm,11,2015,12.7,254
Stockholm,12,2015,15.1,255
Stockholm,13,2015,14.5,256
Stockholm,14,2015,15.7,257
Stockholm,15,2015,14.9,258
Stockholm,16,2015,14.8,259
Stockholm,17,2015,16.4,260
Stockholm,18,2015,15.1,261
Stockholm,19,2015,13.1,262
Stockholm,20,2015,11.2,263
Stockholm,21,2015,11.1,264
Stockholm,22,2015,11.6,265
Stockholm,23,2015,13.4,266
Stockholm,24,2015,13.3,267
Stockholm,25,2015,12.3,268
Stockholm,26,2015,10.1,269
Stockholm,27,2015,9.7,270
Stockholm,28,2015,10.4,271
Stockholm,29,2015,9.5,272
Stockholm,30,2015,11.9,273
Stockholm,1,2015,12.7,274
Stockholm,2,2015,14.1,275
Stockholm,3,2015,10.4,276
Stockholm,4,2015,10.7,277
Stockholm,5,2015,8.4,278
Stockholm,6,2015,6.3,279
Stockholm,7,2015,6.9,280
Stockholm,8,2015,5.9,281
Stockholm,9,2015,2.6,282
Stockholm,10,2015,3.3,283
Stockholm,11,2015,3.1,284
Stockholm,12,2015,4.9,285
Stockholm,13,2015,8.1,286
Stockholm,14,2015,6.5,287
Stockholm,15,2015,4.7,288
Stockholm,16,2015,3.9,289
Stockholm,17,2015,2.7,290
Stockholm,18,2015,6.4,291
Stockholm,19,2015,7.8,292
Stockholm,20,2015,7.7,293
Stockholm,21,2015,8.3,294
Stockholm,22,2015,10.8,295
Stockholm,23,2015,10.4,296
Stockholm,24,2015,7.7,297
Stockholm,25,2015,9.7,298
Stockholm,26,2015,6.0,299
Stockholm,27,2015,6.3,300
Stockholm,28,2015,1.8,301
Stockholm,29,2015,3.2,302
Stockholm,30,2015,6.1,303
Stockholm,31,2015,8.2,304
Stockholm,1,2015,9.2,305
Stockholm,2,2015,10.1,306
Stockholm,3,2015,7.4,307
Stockholm,4,2015,6.7,308
Stockholm,5,2015,6.2,309
Stockholm,6,2015,9.2,310
Stockholm,7,2015,9.8,311
Stockholm,8,2015,7.5,312
Stockholm,9,2015,7.4,313
Stockholm,10,2015,6.4,314
Stockholm,11,2015,5.3,315
Stockholm,12,2015,5.2,316
Stockholm,13,2015,5.6,317
Stockholm,14,2015,4.3,318
Stockholm,15,2015,4.3,319
Stockholm,16,2015,4.4,320
Stockholm,17,2015,5.4,321
Stockholm,18,2015,3.2,322
